3635
(1, 1)
(2, 1)
(3, 3)
(1, 2)
(1, 5)
(3, 4)
(3, 4)
(4, 8)
(8, 3)
(8, 5)
(9, 6)
(10, 5)
(2, 8)
(12, 11)
(2, 12)
(15, 3)
(1, 6)
(9, 2)
(11, 8)
(18, 20)
(19, 5)
(20, 9)
(21, 11)
(5, 8)
(1, 24)
(22, 9)
(22, 21)
(17, 5)
(9, 3)
(1, 28)
(16, 20)
(1, 32)
(11, 7)
(15, 6)
(2, 35)
(24, 15)
(28, 31)
(33, 17)
(30, 28)
(8, 35)
(38, 22)
(10, 3)
(18, 38)
(12, 11)
(22, 6)
(14, 37)
(8, 40)
(5, 26)
(47, 8)
(15, 49)
(22, 24)
(47, 15)
(34, 19)
(9, 37)
(22, 22)
(34, 44)
(43, 47)
(5, 31)
(28, 9)
(19, 43)
(50, 33)
(20, 6)
(26, 15)
(35, 44)
(46, 6)
(27, 57)
(26, 36)
(9, 8)
(23, 63)
(56, 19)
(17, 63)
(42, 63)
(42, 37)
(15, 65)
(58, 12)
(32, 54)
(28, 40)
(26, 65)
(70, 4)
(34, 12)
(15, 11)
(14, 22)
(77, 74)
(6, 1)
(27, 39)
(22, 13)
(68, 42)
(62, 39)
(69, 81)
(13, 22)
(85, 55)
(82, 22)
(76, 80)
(12, 25)
(77, 56)
(73, 59)
(74, 3)
(7, 63)
(5, 43)
(30, 14)
(98, 87)
(6, 89)
(86, 83)
(88, 57)
(21, 58)
(3, 58)
(88, 91)
(85, 62)
(39, 84)
(94, 87)
(67, 30)
(81, 35)
(69, 70)
(5, 99)
(4, 13)
(12, 99)
(65, 95)
(100, 47)
(82, 48)
(91, 11)
(66, 101)
(63, 85)
(72, 112)
(123, 49)
(29, 65)
(66, 117)
(52, 83)
(120, 105)
(42, 97)
(49, 20)
(25, 4)
(48, 113)
(86, 30)
(95, 50)
(82, 81)
(133, 86)
(46, 90)
(12, 122)
(18, 75)
(135, 44)
(50, 108)
(132, 108)
(4, 134)
(81, 82)
(125, 139)
(50, 71)
(81, 76)
(136, 29)
(12, 92)
(16, 66)
(108, 19)
(30, 142)
(95, 21)
(15, 52)
(127, 68)
(15, 22)
(43, 20)
(102, 73)
(97, 116)
(30, 17)
(58, 10)
(11, 100)
(33, 56)
(136, 75)
(69, 71)
(149, 80)
(80, 152)
(76, 53)
(149, 126)
(116, 66)
(34, 56)
(74, 171)
(154, 79)
(54, 90)
(112, 18)
(105, 119)
(106, 90)
(63, 66)
(87, 118)
(101, 92)
(117, 82)
(65, 21)
(72, 171)
(35, 153)
(143, 78)
(18, 179)
(165, 42)
(85, 172)
(97, 140)
(13, 63)
(34, 12)
(34, 18)
(2, 90)
(89, 126)
(53, 36)
(111, 61)
(54, 167)
(22, 183)
(119, 9)
(78, 58)
(65, 153)
(90, 66)
(19, 124)
(109, 140)
(98, 186)
(33, 127)
(34, 36)
(118, 197)
(24, 78)
(58, 121)
(211, 102)
(113, 150)
(70, 162)
(183, 145)
(10, 142)
(28, 15)
(25, 38)
(26, 169)
(39, 190)
(176, 172)
(157, 173)
(171, 182)
(100, 154)
(64, 17)
(152, 32)
(103, 169)
(36, 133)
(16, 80)
(103, 92)
(165, 28)
(37, 104)
(181, 113)
(155, 181)
(117, 142)
(44, 161)
(144, 62)
(177, 31)
(155, 36)
(229, 176)
(116, 48)
(155, 156)
(200, 50)
(89, 51)
(147, 148)
(231, 227)
(29, 191)
(99, 216)
(42, 96)
(165, 27)
(217, 162)
(1, 16)
(39, 139)
(184, 133)
(158, 23)
(181, 60)
(205, 63)
(124, 228)
(34, 28)
(57, 103)
(258, 97)
(205, 211)
(223, 244)
(114, 194)
(258, 49)
(209, 164)
(178, 154)
(67, 80)
(204, 28)
(84, 202)
(141, 221)
(7, 141)
(217, 55)
(111, 210)
(214, 215)
(195, 26)
(228, 134)
(105, 270)
(123, 152)
(252, 182)
(48, 45)
(67, 103)
(232, 181)
(134, 217)
(125, 62)
(16, 241)
(212, 176)
(168, 135)
(33, 252)
(36, 60)
(179, 192)
(62, 107)
(30, 257)
(250, 46)
(164, 5)
(15, 193)
(263, 20)
(214, 117)
(31, 66)
(199, 160)
(197, 163)
(212, 59)
(271, 228)
(169, 228)
(180, 297)
(186, 108)
(78, 142)
(295, 305)
(161, 201)
(216, 10)
(18, 248)
(170, 119)
(52, 228)
(14, 132)
(196, 22)
(237, 174)
(71, 257)
(9, 313)
(288, 175)
(27, 75)
(27, 268)
(117, 111)
(200, 173)
(86, 56)
(154, 271)
(48, 315)
(240, 261)
(188, 170)
(321, 281)
(19, 68)
(217, 39)
(93, 51)
(310, 303)
(307, 41)
(213, 129)
(152, 277)
(153, 130)
(104, 8)
(147, 32)
(122, 48)
(117, 81)
(195, 8)
(58, 306)
(277, 59)
(264, 150)
